Recency,Frequency,Monetary,Segment
30,5,2647.59,Occasional
263,1,226.21,Churned
3,2,178.96,Occasional
51,4,813.48,Occasional
245,1,129.45000000000002,Churned
80,2,810.57,Occasional
274,1,333.08,Churned
0,17,4413.1,Active valuable
78,1,322.8,Occasional
29,5,2188.05,Occasional
73,2,408.63,Occasional
16,6,2883.1,Occasional
222,2,217.9,Churned
31,4,1154.47,Occasional
22,10,1680.72,Occasional
30,3,1257.51,Occasional
105,1,231.1,Occasional
4,2,688.33,Occasional
245,1,487.51,Churned
177,2,833.78,Churned
169,2,214.06,Churned
42,1,290.66,Occasional
71,1,518.42,Occasional
58,7,6773.97,Occasional
15,2,1212.66,Occasional
140,4,601.27,Occasional
17,6,3789.52,Occasional
21,15,8625.8,Active valuable
9,4,874.43,Occasional
367,1,123.24,Churned
188,1,39.12,Churned
15,4,1267.65,Occasional
361,1,135.4,Churned
18,1,118.98,Occasional
67,2,567.1800000000001,Occasional
14,6,306.72,Occasional
23,3,1348.88,Occasional
16,11,4095.9,Occasional
27,3,1692.27,Occasional
1,20,8134.94,Active valuable
54,2,304.24,Occasional
33,4,1592.12,Occasional
2,12,3109.99,Occasional
365,1,129.75,Churned
42,1,183.7,Occasional
72,6,1770.34,Occasional
4,5,1028.0,Occasional
3,28,66653.56,Active valuable
60,2,324.24,Occasional
46,7,2959.88,Occasional
0,4,1260.86,Occasional
75,2,422.6,Occasional
71,2,225.58,Occasional
255,2,1276.0,Churned
68,2,477.86,Occasional
134,4,657.9,Occasional
240,1,112.75,Churned
226,2,1998.0,Churned
8,13,5076.55,Occasional
8,13,5398.3,Occasional
0,20,14034.99,Active valuable
36,3,531.35,Occasional
45,1,656.63,Occasional
84,5,3029.87,Occasional
18,10,2467.99,Occasional
2,5,1651.03,Occasional
8,11,3611.31,Occasional
18,15,6910.78,Active valuable
218,3,1129.06,Churned
77,1,301.72,Occasional
266,2,901.2,Churned
23,6,3843.08,Occasional
368,1,606.0500000000001,Churned
14,7,1770.22,Occasional
25,1,152.95,Occasional
261,1,292.47,Churned
16,13,4730.81,Occasional
90,2,576.4,Occasional
301,7,758.27,Churned
25,5,1358.74,Occasional
363,1,256.32,Churned
45,4,1048.28,Occasional
37,21,7205.33,Active valuable
51,3,743.11,Occasional
31,1,603.75,Occasional
51,3,646.76,Occasional
78,5,2247.41,Occasional
52,1,417.6,Occasional
297,1,3.75,Churned
176,1,323.0,Churned
46,1,464.9,Occasional
28,7,2213.13,Occasional
10,7,1291.91,Occasional
86,17,7180.7,Active valuable
4,18,6680.11,Active valuable
37,2,836.0600000000001,Occasional
17,5,1515.9,Occasional
44,5,623.93,Occasional
30,1,1764.72,Occasional
372,1,207.5,Churned
57,1,223.92,Occasional
371,1,2002.4,Churned
113,3,1475.43,Occasional
214,1,239.4,Churned
318,1,106.83,Churned
64,1,369.34,Occasional
7,3,789.79,Occasional
96,1,316.62,Occasional
19,3,1207.24,Occasional
198,1,611.8499999999999,Churned
3,13,2790.9500000000003,Occasional
293,1,34.0,Churned
272,2,1145.6,Churned
30,11,5575.56,Occasional
47,3,478.09,Occasional
259,1,361.54,Churned
57,5,757.1,Occasional
32,5,2242.61,Occasional
56,1,171.59,Occasional
67,4,661.52,Occasional
9,11,1691.51,Occasional
59,1,371.54,Occasional
79,2,222.62,Occasional
73,2,245.94,Occasional
1,22,10611.72,Active valuable
99,2,422.24,Occasional
371,1,311.25,Churned
9,13,2267.9500000000003,Occasional
19,1,107.6,Occasional
122,2,594.39,Occasional
7,1,80.80000000000001,Occasional
3,6,1545.62,Occasional
28,7,1705.78,Occasional
281,2,110.38,Churned
56,1,243.84,Occasional
0,10,1196.5,Occasional
364,1,414.88,Churned
88,1,305.62,Occasional
10,1,1162.65,Occasional
162,4,1594.23,Churned
64,1,332.3,Occasional
22,3,536.99,Occasional
173,2,460.59,Churned
102,4,762.16,Occasional
142,3,1121.59,Occasional
98,2,288.42,Occasional
22,5,914.69,Occasional
191,1,309.54,Churned
4,2,547.07,Occasional
360,1,479.35,Churned
7,10,1652.18,Occasional
13,21,6416.7,Active valuable
102,4,417.06,Occasional
2,9,1604.75,Occasional
10,11,3349.57,Occasional
95,1,497.61,Occasional
226,1,358.38,Churned
15,2,460.64,Occasional
38,2,775.18,Occasional
50,1,341.7,Occasional
92,2,128.5,Occasional
156,1,197.22,Churned
38,1,325.91,Occasional
183,3,199.15,Churned
0,4,1106.53,Occasional
227,1,413.46,Churned
127,2,180.85,Occasional
39,2,251.87,Occasional
30,11,3170.98,Occasional
196,2,588.85,Churned
8,34,16594.35,Active valuable
36,6,1869.82,Occasional
100,3,1264.19,Occasional
42,16,10196.57,Active valuable
49,1,214.32,Occasional
42,1,193.44,Occasional
52,1,281.42,Occasional
186,1,124.57,Churned
333,1,332.41,Churned
3,3,342.45,Occasional
9,2,144.91,Occasional
23,2,328.40000000000003,Occasional
14,1,35.400000000000006,Occasional
368,1,375.69000000000005,Churned
144,2,747.81,Churned
59,2,173.76,Occasional
30,2,502.8,Occasional
140,3,207.74,Occasional
22,4,817.12,Occasional
21,6,2812.34,Occasional
76,3,680.02,Occasional
4,6,7123.62,Occasional
66,5,2095.53,Occasional
11,6,846.62,Occasional
83,1,13.3,Occasional
30,7,1491.43,Occasional
66,1,432.0,Occasional
66,3,705.12,Occasional
186,2,272.48,Churned
37,2,429.84,Occasional
14,3,450.41,Occasional
34,1,192.33,Occasional
194,3,1578.67,Churned
1,5,742.43,Occasional
0,5,518.19,Occasional
366,1,145.93,Churned
64,1,202.27,Occasional
298,2,289.78,Churned
25,3,501.03,Occasional
7,6,1271.06,Occasional
16,3,887.11,Occasional
115,1,1706.88,Occasional
28,1,363.2,Occasional
3,16,3653.75,Active valuable
4,7,3037.6,Occasional
81,4,559.59,Occasional
28,5,928.76,Occasional
71,1,379.14,Occasional
3,8,1508.96,Occasional
28,11,2555.58,Occasional
289,1,113.44,Churned
35,1,183.76,Occasional
8,6,621.6800000000001,Occasional
23,2,562.41,Occasional
276,1,391.52,Churned
49,6,1068.82,Occasional
155,11,2592.25,Occasional
60,1,154.18,Occasional
11,19,7069.08,Active valuable
20,3,829.89,Occasional
370,1,230.25,Churned
115,3,543.05,Occasional
79,17,2814.7,Active valuable
3,7,1295.39,Occasional
25,3,378.89,Occasional
4,21,4554.87,Active valuable
52,1,150.23000000000002,Occasional
0,2,563.23,Occasional
54,2,931.03,Occasional
25,1,261.9,Occasional
8,4,2711.6800000000003,Occasional
51,3,3049.88,Occasional
12,9,1904.99,Occasional
211,3,816.73,Churned
21,19,4345.5,Active valuable
235,1,406.48,Churned
138,3,435.02,Occasional
3,6,1286.27,Occasional
56,3,1178.56,Occasional
134,3,1277.75,Occasional
108,2,167.61,Occasional
29,1,20.8,Occasional
0,9,2085.08,Occasional
184,4,518.67,Churned
17,1,308.74,Occasional
238,2,416.64,Churned
86,1,117.35,Occasional
38,3,507.05,Occasional
115,1,234.17,Occasional
186,1,110.55,Churned
226,1,201.19,Churned
7,7,2154.97,Occasional
188,1,319.02,Churned
3,2,439.43,Occasional
38,3,650.41,Occasional
37,1,357.21,Occasional
266,1,251.52,Churned
77,1,344.33,Occasional
3,6,1852.0,Occasional
254,2,1028.46,Churned
60,1,384.06,Occasional
12,7,1905.87,Occasional
87,2,4459.52,Occasional
16,10,5464.12,Occasional
29,2,1873.2,Occasional
2,7,1616.8,Occasional
4,1,126.12,Occasional
6,6,1133.25,Occasional
218,1,179.0,Churned
10,5,1614.31,Occasional
29,6,1456.96,Occasional
287,3,702.0,Churned
149,4,295.0,Churned
22,2,484.82,Occasional
0,11,3989.57,Occasional
85,3,1493.73,Occasional
45,2,1312.14,Occasional
4,4,781.78,Occasional
50,6,889.9300000000001,Occasional
17,1,195.36,Occasional
29,1,270.9,Occasional
7,3,583.4300000000001,Occasional
28,3,1838.61,Occasional
2,20,8694.26,Active valuable
40,2,920.1,Occasional
10,4,1258.08,Occasional
30,1,71.0,Occasional
44,3,95.85,Occasional
60,3,357.77,Occasional
184,2,154.83,Churned
78,6,877.5600000000001,Occasional
110,2,716.0,Occasional
63,1,146.87,Occasional
11,2,380.35,Occasional
85,3,1030.14,Occasional
15,3,745.52,Occasional
245,2,433.53,Churned
87,1,1267.32,Occasional
29,1,112.4,Occasional
137,1,449.73,Occasional
26,3,1071.49,Occasional
2,5,1036.58,Occasional
31,4,1735.18,Occasional
24,1,948.48,Occasional
112,3,339.44,Occasional
156,1,642.02,Churned
84,3,1100.9,Occasional
117,3,925.35,Occasional
2,9,5655.03,Occasional
95,6,3185.64,Occasional
193,1,240.89,Churned
27,1,399.09,Occasional
130,1,498.48,Occasional
27,5,1356.33,Occasional
81,3,1179.89,Occasional
29,5,3080.39,Occasional
265,1,234.24,Churned
73,11,5232.2300000000005,Occasional
313,4,533.33,Churned
20,7,1461.14,Occasional
58,3,855.45,Occasional
11,21,4552.14,Active valuable
27,9,2709.7000000000003,Occasional
113,1,304.24,Occasional
27,9,2429.03,Occasional
17,4,1446.09,Occasional
17,4,834.12,Occasional
35,3,841.0799999999999,Occasional
35,2,378.2,Occasional
77,1,118.8,Occasional
21,2,287.62,Occasional
24,2,288.91,Occasional
32,2,2003.85,Occasional
108,3,1405.78,Occasional
34,2,2747.99,Occasional
122,5,1562.4,Occasional
6,6,2050.08,Occasional
27,4,1991.01,Occasional
3,7,1974.65,Occasional
2,9,3827.76,Occasional
49,4,1774.03,Occasional
321,1,302.0,Churned
22,3,1324.16,Occasional
14,4,1022.13,Occasional
1,8,954.42,Occasional
17,2,971.74,Occasional
9,4,1621.73,Occasional
261,1,25.5,Churned
158,2,665.78,Churned
32,6,10797.48,Occasional
28,6,881.29,Occasional
164,1,163.29999999999998,Churned
46,1,231.61,Occasional
5,8,801.12,Occasional
7,3,837.5,Occasional
287,1,116.2,Churned
317,1,157.02,Churned
2,2,606.91,Occasional
232,1,307.46,Churned
118,1,138.32,Occasional
161,1,345.3,Churned
184,1,294.24,Churned
49,1,230.5,Occasional
151,5,989.45,Churned
334,1,157.09,Churned
4,5,2463.17,Occasional
15,7,4892.240000000001,Occasional
106,2,413.2,Occasional
15,7,1139.73,Occasional
275,1,380.5,Churned
15,12,10650.77,Active valuable
246,1,454.12,Churned
238,1,579.0,Churned
0,2,984.57,Occasional
105,3,749.78,Occasional
22,4,1714.59,Occasional
51,1,124.88,Occasional
194,3,1689.5,Churned
23,1,213.78,Occasional
74,1,329.34,Occasional
17,2,251.7,Occasional
7,2,319.0,Occasional
31,3,1266.97,Occasional
21,3,1538.88,Occasional
30,6,3518.03,Occasional
28,10,1715.46,Occasional
21,2,293.1,Occasional
32,7,2467.35,Occasional
283,1,158.68,Churned
38,2,206.34,Occasional
57,2,835.78,Occasional
288,1,224.91,Churned
78,1,317.76,Occasional
4,8,3766.6,Occasional
217,1,59.9,Churned
43,4,1443.69,Occasional
201,1,306.13,Churned
177,3,711.79,Churned
55,4,783.97,Occasional
56,2,239.92,Occasional
7,6,3347.31,Occasional
46,2,144.0,Occasional
226,1,203.95,Churned
10,7,2474.23,Occasional
105,2,383.75,Occasional
58,2,444.74,Occasional
27,7,2093.68,Occasional
35,7,1699.3,Occasional
273,2,262.62,Churned
29,1,1013.01,Occasional
23,3,692.22,Occasional
53,1,289.78000000000003,Occasional
35,6,3560.08,Occasional
174,4,1564.56,Churned
53,1,384.08,Occasional
52,1,204.24,Occasional
26,8,2317.2200000000003,Occasional
252,1,226.85,Churned
39,7,2781.23,Occasional
59,6,1059.12,Occasional
233,1,113.5,Churned
3,10,1951.97,Occasional
31,1,114.23,Occasional
23,14,3187.55,Occasional
6,2,334.48,Occasional
64,1,328.65,Occasional
309,2,416.89,Churned
308,1,393.49,Churned
18,6,939.32,Occasional
15,8,1906.09,Occasional
95,2,318.76,Occasional
263,8,3638.41,Churned
11,10,3124.72,Occasional
2,2,417.77,Occasional
34,1,190.88,Occasional
182,1,149.89,Churned
24,2,550.0600000000001,Occasional
12,6,916.13,Occasional
10,2,314.69,Occasional
2,17,3719.1,Active valuable
312,1,382.5,Churned
107,2,1135.04,Occasional
0,26,8540.05,Active valuable
52,1,954.9,Occasional
204,1,171.45000000000002,Churned
14,1,280.09000000000003,Occasional
119,1,318.65,Occasional
3,2,381.97,Occasional
362,1,269.83,Churned
116,2,348.91,Occasional
17,1,178.26,Occasional
4,2,271.19,Occasional
40,2,291.48,Occasional
106,2,240.0,Occasional
147,2,581.23,Churned
51,5,1253.36,Occasional
207,1,63.440000000000005,Churned
138,2,550.01,Occasional
1,3,296.58,Occasional
126,2,317.2,Occasional
107,4,763.64,Occasional
41,4,2148.63,Occasional
34,1,107.82,Occasional
227,2,1065.35,Churned
240,1,246.04,Churned
57,1,187.83,Occasional
129,3,1685.46,Occasional
59,6,1647.48,Occasional
21,1,151.37,Occasional
25,7,1049.06,Occasional
8,7,1417.63,Occasional
31,3,931.02,Occasional
3,2,513.01,Occasional
307,1,550.8000000000001,Churned
7,9,1854.06,Occasional
28,3,547.0,Occasional
16,1,128.18,Occasional
100,2,498.42,Occasional
11,4,656.61,Occasional
20,1,163.24,Occasional
14,5,1135.63,Occasional
360,1,250.04,Churned
10,19,8631.31,Active valuable
94,1,82.75,Occasional
77,2,1384.85,Occasional
138,3,644.3,Occasional
30,1,2328.84,Occasional
24,8,2527.92,Occasional
1,38,6281.2300000000005,Active valuable
45,3,2600.34,Occasional
99,3,1200.62,Occasional
7,2,657.16,Occasional
14,7,906.52,Occasional
17,4,986.48,Occasional
279,1,96.8,Churned
13,2,523.11,Occasional
22,2,363.9,Occasional
123,1,175.2,Occasional
85,1,494.25,Occasional
301,2,307.02000000000004,Churned
150,4,1981.06,Churned
16,8,6493.54,Occasional
93,2,243.36,Occasional
29,11,12353.29,Active valuable
156,3,682.29,Churned
354,1,193.64,Churned
45,1,157.62,Occasional
14,4,519.6899999999999,Occasional
3,15,2622.88,Active valuable
85,1,228.96,Occasional
14,5,1156.6,Occasional
178,1,98.25,Churned
7,4,1281.32,Occasional
35,3,587.15,Occasional
128,2,1740.0,Occasional
50,1,1393.06,Occasional
311,1,178.22,Churned
23,2,384.39,Occasional
302,2,360.81,Churned
10,1,127.86,Occasional
16,3,568.24,Occasional
48,3,488.2,Occasional
238,2,312.23,Churned
0,11,4462.68,Occasional
12,8,4767.36,Occasional
237,1,167.55,Churned
22,8,1878.87,Occasional
72,4,446.18,Occasional
16,3,418.4,Occasional
40,8,1337.18,Occasional
39,4,646.92,Occasional
218,2,495.77,Churned
198,3,400.1,Churned
70,2,203.2,Occasional
23,20,4058.32,Active valuable
10,1,389.72,Occasional
8,29,20275.61,Active valuable
64,1,65.4,Occasional
3,1,193.39,Occasional
18,2,336.4,Occasional
14,1,256.11,Occasional
7,6,2686.42,Occasional
19,2,746.81,Occasional
77,4,1259.56,Occasional
0,34,31833.68,Active valuable
163,2,508.8,Churned
306,2,417.27,Churned
218,1,203.87,Churned
38,8,7330.8,Occasional
21,2,681.41,Occasional
114,3,653.38,Occasional
125,5,2097.84,Occasional
4,13,2633.85,Occasional
35,1,263.92,Occasional
3,15,31906.82,Active valuable
0,3,1031.41,Occasional
332,3,2184.42,Churned
162,1,32.65,Churned
184,2,771.85,Churned
15,5,1214.72,Occasional
11,3,778.94,Occasional
2,7,1258.06,Occasional
43,2,778.0,Occasional
79,1,507.84,Occasional
29,7,6893.42,Occasional
41,2,463.46,Occasional
10,12,4226.57,Occasional
49,3,598.83,Occasional
15,6,1979.37,Occasional
45,2,698.41,Occasional
18,2,759.1700000000001,Occasional
7,6,5037.26,Occasional
71,1,100.8,Occasional
0,28,17256.85,Active valuable
127,3,524.9200000000001,Occasional
32,2,265.76,Occasional
312,1,403.3,Churned
17,2,365.76,Occasional
87,1,303.16,Occasional
1,7,2373.82,Occasional
1,2,216.3,Occasional
253,1,388.4500000000001,Churned
156,3,186.42,Churned
36,6,2248.56,Occasional
219,1,534.24,Churned
147,3,2940.04,Churned
176,2,120.9,Churned
39,2,541.53,Occasional
1,7,2519.21,Occasional
7,46,194390.79,VIP
0,7,1721.4,Occasional
17,2,486.72,Occasional
191,4,517.53,Churned
203,1,131.7,Churned
364,1,249.86,Churned
126,5,1737.7,Occasional
14,1,316.5,Occasional
42,2,657.3,Occasional
93,6,622.4300000000001,Occasional
22,3,735.82,Occasional
59,2,675.69,Occasional
15,5,1875.86,Occasional
157,1,289.96000000000004,Churned
9,2,763.28,Occasional
9,2,137.0,Occasional
15,5,1870.97,Occasional
44,5,1125.07,Occasional
190,3,697.54,Churned
78,1,194.37,Occasional
77,1,511.82,Occasional
3,4,1255.59,Occasional
64,3,414.04,Occasional
260,1,396.87,Churned
58,2,376.64,Occasional
0,7,2092.32,Occasional
0,10,3558.87,Occasional
247,1,374.57,Churned
7,2,497.56,Occasional
358,1,271.05,Churned
75,1,272.22,Occasional
289,1,622.88,Churned
16,3,1138.0,Occasional
220,2,288.6,Churned
8,4,689.1,Occasional
2,2,558.96,Occasional
205,9,2997.03,Churned
161,2,1145.84,Churned
75,1,302.2,Occasional
261,2,605.58,Churned
280,1,387.31,Churned
57,8,6083.64,Occasional
24,1,308.48,Occasional
2,31,91062.38,VIP
28,10,2924.99,Occasional
71,1,513.2,Occasional
127,1,208.65,Occasional
30,4,639.02,Occasional
14,5,764.88,Occasional
308,1,153.94,Churned
16,6,1844.02,Occasional
53,1,546.81,Occasional
29,3,723.21,Occasional
1,5,1070.71,Occasional
10,4,652.74,Occasional
360,1,145.0,Churned
359,1,422.7,Churned
4,4,1195.9,Occasional
53,4,939.37,Occasional
0,8,3628.5,Occasional
0,10,2367.12,Occasional
189,1,296.7,Churned
53,1,223.36,Occasional
279,1,164.4,Churned
176,1,76.5,Churned
29,2,887.6700000000001,Occasional
25,1,98.42,Occasional
24,2,578.9,Occasional
269,1,170.75,Churned
42,3,642.32,Occasional
233,1,103.3,Churned
23,2,148.86,Occasional
196,3,267.16,Churned
358,1,290.34,Churned
59,4,930.41,Occasional
129,1,1487.6,Occasional
0,5,1952.45,Occasional
19,2,480.31,Occasional
205,1,157.9,Churned
13,3,541.46,Occasional
94,4,854.95,Occasional
18,1,165.12,Occasional
13,7,1122.38,Occasional
23,3,454.01,Occasional
7,2,869.77,Occasional
6,8,4331.48,Occasional
331,1,344.14,Churned
49,4,1425.67,Occasional
70,4,226.75000000000003,Occasional
28,3,380.6,Occasional
242,1,185.65,Churned
7,19,3564.83,Active valuable
217,1,143.45999999999998,Churned
4,3,448.9,Occasional
252,3,215.72,Churned
0,25,11025.24,Active valuable
235,1,175.27,Churned
6,2,1242.3,Occasional
108,4,1116.68,Occasional
99,3,1240.2,Occasional
59,4,2404.17,Occasional
1,3,1468.02,Occasional
72,7,2203.67,Occasional
3,5,3923.86,Occasional
84,2,993.18,Occasional
11,2,386.69,Occasional
22,7,2806.69,Occasional
213,1,2044.37,Churned
17,1,161.67000000000002,Occasional
238,1,116.01,Churned
1,6,5054.42,Occasional
77,1,394.72,Occasional
216,2,309.36,Churned
32,2,191.99,Occasional
40,5,1105.78,Occasional
6,15,3961.12,Active valuable
52,6,2048.45,Occasional
22,14,4544.55,Occasional
56,1,386.32,Occasional
129,3,329.6,Occasional
173,3,571.1999999999999,Churned
5,3,930.28,Occasional
311,1,214.37,Churned
59,1,81.44,Occasional
20,3,1379.9,Occasional
32,1,527.05,Occasional
14,2,843.48,Occasional
17,4,2020.4,Occasional
80,1,75.75,Occasional
5,8,1814.12,Occasional
169,2,503.6,Churned
1,3,528.33,Occasional
30,4,1324.84,Occasional
35,9,2358.59,Occasional
18,1,285.56,Occasional
30,2,547.0600000000001,Occasional
275,1,108.5,Churned
86,1,621.66,Occasional
119,2,712.29,Occasional
372,1,101.55,Churned
0,11,2895.64,Occasional
218,3,1008.39,Churned
64,1,133.06,Occasional
60,4,1797.5,Occasional
137,1,868.49,Occasional
20,1,166.07999999999998,Occasional
11,10,3945.0,Occasional
24,12,4867.72,Occasional
36,4,1207.56,Occasional
276,1,117.55,Churned
10,7,2638.94,Occasional
72,5,1674.69,Occasional
25,2,595.42,Occasional
16,12,2999.46,Occasional
140,1,178.75,Occasional
25,7,1802.91,Occasional
18,2,604.64,Occasional
3,2,728.16,Occasional
65,5,2055.51,Occasional
0,2,347.75,Occasional
42,7,3406.7200000000003,Occasional
227,1,205.7,Churned
15,4,1572.71,Occasional
49,2,3178.17,Occasional
1,6,1594.97,Occasional
73,2,551.04,Occasional
0,31,20374.28,Active valuable
3,6,1371.18,Occasional
1,30,16345.38,Active valuable
263,1,298.11,Churned
52,2,1992.11,Occasional
23,1,184.4,Occasional
9,6,2474.33,Occasional
43,1,239.41,Occasional
16,7,3155.83,Occasional
6,7,5739.46,Occasional
29,15,4726.8,Active valuable
357,2,290.40000000000003,Churned
126,4,740.94,Occasional
136,1,200.47,Occasional
141,1,283.12,Occasional
131,2,765.34,Occasional
37,8,2285.71,Occasional
235,1,338.95,Churned
260,1,154.95,Churned
16,4,2534.64,Occasional
252,1,417.95,Churned
29,4,1824.37,Occasional
34,3,798.74,Occasional
168,2,885.19,Churned
2,9,1823.52,Occasional
3,17,10504.49,Active valuable
184,2,152.4,Churned
187,2,263.33,Churned
169,1,137.45,Churned
10,2,385.1,Occasional
44,1,522.91,Occasional
320,1,153.0,Churned
200,1,326.4,Churned
22,11,5655.99,Occasional
231,1,139.35,Churned
37,15,5396.04,Active valuable
25,4,1195.94,Occasional
95,4,2424.04,Occasional
126,6,3276.4000000000005,Occasional
70,3,1033.0,Occasional
15,11,3439.08,Occasional
14,1,1060.25,Occasional
3,3,2876.01,Occasional
2,13,5298.4800000000005,Occasional
78,4,1240.11,Occasional
372,1,303.97,Churned
38,2,692.19,Occasional
53,3,700.63,Occasional
1,19,13110.02,Active valuable
8,3,377.44,Occasional
8,2,168.24,Occasional
18,4,1879.05,Occasional
11,7,2791.35,Occasional
112,2,355.11,Occasional
3,6,2322.4,Occasional
239,1,110.25,Churned
112,1,71.4,Occasional
177,2,674.52,Churned
4,9,1710.45,Occasional
358,1,80.64,Churned
0,5,1664.65,Occasional
0,30,5593.39,Active valuable
18,8,3408.2,Occasional
16,3,819.96,Occasional
21,2,287.59,Occasional
32,1,712.78,Occasional
262,1,15.0,Churned
50,2,772.55,Occasional
158,3,367.63,Churned
14,1,271.2,Occasional
7,3,2081.9,Occasional
12,10,3957.43,Occasional
198,5,1143.27,Churned
56,2,245.81,Occasional
10,2,173.45,Occasional
96,4,1213.73,Occasional
254,1,56.4,Churned
24,3,647.56,Occasional
20,3,650.32,Occasional
158,2,188.02,Churned
71,2,283.47,Occasional
52,1,131.94,Occasional
84,2,266.85,Occasional
152,4,1817.54,Churned
73,2,1117.9,Occasional
280,1,225.9,Churned
26,14,1964.3,Occasional
29,1,106.1,Occasional
24,1,300.34,Occasional
179,2,342.83,Churned
39,4,690.0,Occasional
21,3,780.43,Occasional
21,10,3039.17,Occasional
36,9,1187.21,Occasional
81,3,1285.04,Occasional
73,1,512.31,Occasional
10,1,546.04,Occasional
15,12,5411.91,Occasional
3,39,7761.82,Active valuable
12,4,699.81,Occasional
13,5,1698.07,Occasional
36,4,36.56,Occasional
3,3,387.68,Occasional
71,7,3704.87,Occasional
50,1,298.4,Occasional
4,5,1987.33,Occasional
22,4,1820.09,Occasional
298,1,889.24,Churned
1,3,398.7,Occasional
32,1,35.400000000000006,Occasional
49,1,155.37,Occasional
2,3,342.24,Occasional
46,1,110.21,Occasional
41,8,1541.23,Occasional
26,5,2720.8,Occasional
41,1,318.15,Occasional
1,124,40519.84,VIP
302,1,205.48,Churned
106,1,51.56,Occasional
84,1,2033.1,Occasional
80,9,901.2,Occasional
217,4,605.8000000000001,Churned
371,34,5391.21,Active valuable
11,2,114.34,Occasional
184,2,311.26,Churned
372,1,208.97,Churned
1,4,1418.03,Occasional
3,23,26879.04,Active valuable
5,12,5140.66,Occasional
304,1,141.92,Churned
368,1,226.45,Churned
2,8,2097.88,Occasional
323,1,330.9,Churned
58,6,3160.0,Occasional
12,3,554.85,Occasional
30,20,10526.32,Active valuable
142,1,329.65000000000003,Churned
29,6,1157.87,Occasional
106,5,428.18,Occasional
1,12,1865.89,Occasional
204,1,155.9,Churned
79,5,1848.96,Occasional
184,6,683.46,Churned
169,1,237.61,Churned
43,1,379.45,Occasional
173,1,178.52,Churned
364,1,458.92,Churned
303,1,133.35,Churned
2,4,664.34,Occasional
3,4,695.07,Occasional
11,1,156.34,Occasional
31,3,869.28,Occasional
128,1,111.35,Occasional
20,8,716.0,Occasional
211,2,201.37,Churned
322,2,586.89,Churned
161,1,203.86,Churned
55,3,244.1,Occasional
224,1,107.21,Churned
71,8,1118.96,Occasional
43,1,95.45,Occasional
22,1,256.32,Occasional
172,3,541.81,Churned
84,2,152.06,Occasional
158,1,154.55,Churned
189,2,112.2,Churned
28,1,110.38,Occasional
20,1,181.07,Occasional
70,4,798.99,Occasional
246,1,72.9,Churned
373,1,232.03,Churned
8,1,366.23,Occasional
309,5,310.06,Churned
58,2,408.65,Occasional
3,1,329.36,Occasional
44,3,335.03,Occasional
87,1,1304.04,Occasional
3,17,4119.5,Active valuable
63,4,820.23,Occasional
281,1,207.50000000000003,Churned
11,7,2962.5,Occasional
372,1,244.08,Churned
132,2,397.29,Occasional
44,2,212.54,Occasional
10,4,843.0,Occasional
35,5,1740.48,Occasional
133,2,408.36,Occasional
28,3,1331.57,Occasional
51,2,704.25,Occasional
137,2,145.79,Occasional
4,1,380.13,Occasional
8,7,4301.22,Occasional
159,1,99.14,Churned
48,10,4020.04,Occasional
130,1,304.56,Occasional
7,1,77.50000000000001,Occasional
232,2,149.57999999999998,Churned
36,1,176.68,Occasional
146,1,358.56000000000006,Churned
0,45,58510.48,Active valuable
71,3,482.2,Occasional
39,3,1008.54,Occasional
4,12,2314.13,Occasional
198,4,557.3,Churned
248,1,12.75,Churned
65,1,111.68,Occasional
116,1,508.46,Occasional
170,1,73.78,Churned
20,39,1296.44,Active valuable
141,1,102.41,Occasional
31,2,463.21,Occasional
37,14,2599.19,Occasional
37,5,1098.43,Occasional
371,1,112.27,Churned
373,1,265.1,Churned
165,2,228.2,Churned
210,1,562.79,Churned
241,1,135.19,Churned
51,1,337.04,Occasional
24,3,703.99,Occasional
14,13,4483.26,Occasional
371,1,321.79,Churned
28,1,288.14,Occasional
364,1,300.92,Churned
35,4,732.41,Occasional
165,3,811.45,Churned
144,1,152.68,Churned
21,1,631.35,Occasional
55,1,20.8,Occasional
184,1,198.57,Churned
11,7,201.12,Occasional
236,3,630.84,Churned
224,2,93.35,Churned
121,4,674.89,Occasional
281,1,76.1,Churned
73,8,1962.46,Occasional
36,2,380.39,Occasional
11,2,415.13,Occasional
361,1,157.92,Churned
3,2,226.47,Occasional
22,1,444.68,Occasional
69,9,2116.19,Occasional
234,1,247.39,Churned
256,1,174.8,Churned
372,1,102.79,Churned
154,2,187.29,Churned
27,1,162.22,Occasional
3,1,120.03,Occasional
31,5,1477.66,Occasional
80,3,523.0,Occasional
107,2,122.14,Occasional
51,1,38.45,Occasional
35,1,612.72,Occasional
152,2,389.78,Churned
98,1,115.31,Occasional
3,2,230.65,Occasional
333,1,73.5,Churned
64,1,93.82,Occasional
21,2,418.68,Occasional
35,3,713.89,Occasional
31,3,403.12,Occasional
153,6,70.02,Churned
18,2,357.20000000000005,Occasional
11,21,4097.37,Active valuable
53,1,165.04999999999998,Occasional
24,3,529.29,Occasional
3,10,2088.6,Occasional
44,1,178.34,Occasional
202,2,172.29000000000002,Churned
358,1,74.4,Churned
70,1,300.02,Occasional
6,10,6761.34,Occasional
287,1,363.65,Churned
9,1,170.16,Occasional
22,3,306.46,Occasional
21,10,2119.41,Occasional
172,3,720.52,Churned
132,2,814.0,Occasional
5,14,2392.83,Occasional
74,1,318.0,Occasional
